Spot,Latitude,Longtitude,Infos,Commentaires
Palmier,35.78053193847908,10.782740749418725,,
أخناق منايون,37.00818333931161,6.262437365949149,,
علاوات كوربين,28.01820803484851,-12.452385686337935,,
عونت تيكارت,28.00731123118598,-12.517310567200171,,
Qutara,36.91602069125844,7.770663946866982,,
El terik el jadida,36.92352811472024,7.763577550649635,,
كوبيليت - Copilit,27.081430774595106,-13.41879833489655,,
مجرة قنال دمياط,31.47098968504368,31.77324045449493,,
فندق السلام راس البر ,31.522346608742247,31.83875575661656,,
اللسان يد النيل,31.526372894144,31.844028308987586,,
الزهرة,36.750974049273935,10.311191640794272,,
Eddzira,35.6385198126464,11.039121709763997,,
Ras dimes,35.61687445465446,11.045621037483205,,
Port sayada,35.675125647517056,10.892656333744512,,
الخصوص ,30.171503417571696,31.30743630230424,,
دور امبابه,30.11771464642038,31.239591166377046,,
Port pointe rouge,36.495174484643954,1.097476109862327,,
الحجرة,36.97490789400394,11.106567867100232,,
مرسى الحميدية,32.89850492516852,13.376360759139049,,
العين الزرقاء,32.90022521147737,13.169012255966653,,
La pointe,23.629945454338177,-15.983483679592592,,
الرجيش,35.44009976890267,11.04247983545064,,
الزربوط,32.68173155674363,14.256834089755992,,
سرسارا,36.46492533645341,7.196160592138762,,
العبدية,36.46132480269165,7.211854532361025,,
الجبانة,36.46399292938955,7.22895763814449,,
ترعة المحمودية,31.20116436776049,30.028495676815485,,
موسى كوست,29.83796596787613,32.62604109942911,,
سينا لاجون,29.78692438904748,32.643356435000875,,
رمادا العين السخنة,29.5407604855046,32.37363081425426,,
براء,30.567130307681516,31.006426401436304,,
Korba,36.579685784132536,10.87133813649415,,
خلف الميناء,32.37514729105549,15.212694928050036,,
الكدية,32.24097802595232,-9.260440617799754,,
Bouski,36.14809883400984,0.3011282533407208,,
Chaabia,36.10316690623016,0.2030972018837926,,
صخرة زريق,32.442388250845134,14.862829595804202,,
جزيرة جبل الخير ,31.271984742089145,29.987850151956057,,
رأس رمل,35.2214228162039,-6.144008450210087,,
Jean d'arc poste 7,36.90071004433125,7.031992301344864,,
Tamanrt plage,37.05300735875484,6.523053199052808,,
مضيف,35.685247158410775,-5.312910564243787,,
قديسهم اوجان !!,36.80560653702469,3.0439203232526757,,
بولغين ,36.798333440194426,3.050504140555856,,
الفلوج,33.528679118289816,-7.8147145360708175,,
الخرج,33.5381119281553,-7.822753451764576,,
Port salakta,35.390650571528525,11.048924513161175,,
شقاف,34.76857027431628,10.81565849483012,,
الناظور المنستير,35.778056999626735,10.835660733282555,,
ميناء الاسكندريه.الشيرو,31.16576139086606,29.85082279890773,,
تاسوست جيجل ,36.8114683779576,5.841528698801991,,
الكويرة,20.826305666345327,-17.095267027616487,,
راس طوسون,31.331250056692834,30.0828110799193,,
وادي اهلا,34.203629477352045,10.044725239276875,,
كوبري الجميل ,31.286213902626848,32.21600543707606,,
ميناء دمياط,31.455291532093664,31.76535643637178,,
بدوا البحري ,36.77379439590494,3.401158042252061,,
Dica plage,36.7872423293547,3.319551162421701,,
الارشاد,31.471119796095323,31.76809094846246,,
القدوس,23.6937721495035,-15.965916216373431,,
المينا,31.4623762171487,31.76941093057391,,
الملاحي,31.46391423111908,31.791254505515084,,
Hassi bouchlawa ,35.5362713100849,-1.2052030116319647,,
الفندق,30.58818983671298,18.427308350801454,,
واجر,30.588014643348856,18.42816062271593,,
القلعه,30.588646723354096,18.42695966362952,,
المصيف,30.58811219751821,18.42793095856904,,
القظيمه,30.58915238439049,18.425642028450955,,
القناطر الخيرية ,30.193589018367987,31.10315021127457,,
كوبري قصر النيل ,30.04409712364229,31.23133867979048,,
 سد قدارة (خروبة),36.65538778261903,3.4229405969381315,,
الرباط,35.77620162896549,10.834043696522704,,
Capo,35.77204844474364,-0.5499396845698352,,
Hammamet,36.39623940579873,10.611925944685929,,
Soliman,36.722242150708624,10.44131398200988,,
الوسطانية,31.51904096958192,-9.7679641842842,,
Kraten,34.835652930844915,11.349186412990084,,
الجونه,30.94909733017925,20.11068653315304,,
المريسه,31.973771528866877,19.948159083724008,,
مصيف الكشافة,32.08824932824744,20.04409566521643,,
شاطئ سيدهم خليفة,36.8856360653042,4.520263150334355,,
Retenue de naciria,36.73267628631184,3.819552473723885,,
شط الزهور,36.78760052195856,11.022922843694674,,
جزيرة الديماس,35.62737860966976,11.046500802040091,,
سيدهم جمال الدين,36.81302147450339,11.054719090461724,,
لابيسين - Lapisin,35.18808271950223,-1.6494475677609437,,
سفايح,35.18911052214421,-1.650840304791926,,
شط الصغير,35.1912291081649,-1.6489369422197326,,
التعكيبة - Taagiba,33.47136342717171,-7.984081283211703,,
جزيرة اليهود ,31.51809207005693,-9.769368991255751,,
عوامة الرايس مبارك,31.526847017267805,-9.759226888418189,,
Daroufa sefaksiya,36.49698193716361,10.831587798893445,,
راس غارب,28.35135082086585,33.11204027384517,,
السخنه,29.653257914009647,32.36205138266084,,
جودايم,32.795533834723976,12.777242101728907,,
المقطوع,32.793051387954684,12.725546211004245,,
إسوغدي,30.88729831227943,-9.810575097799289,,
الكاتراس,30.88245459618064,-9.811452180147166,,
كوايتلا,32.267972863366005,-9.25579167902469,,
الحديد والصلب,31.106599468888284,29.745745584368684,,
Blaka,30.445128588179333,-9.660200402140608,,
قورية,35.78981438069507,11.02586824446916,,
سلقطة,35.40872568647193,11.042255870997892,,
Cap figalo,35.57537498198938,-1.1915944889187802,,
Port gouraya,36.57443011090484,1.9052246958017327,,
حجرة النص,36.576146590654176,2.0526332035660726,,
كونورادوا,28.348173562294217,33.114334903657415,,
جزيرة القمر,25.360608774211336,55.230818241834605,,
مونخاز,34.26399488493171,-6.662374846637243,,
حاجز 2,31.449559500435043,30.357475988566843,,
Route gabes km 14,34.62714770684216,10.663189329206933,,
مرسى جنزور,32.84466710539493,13.023193627595887,,
حجر سعيد,31.261157416887848,32.32596494257447,,
Lacave,36.55421155141585,1.7100222408771502,,
la prisquil -لابريسكيل,36.557825003132486,1.7322064563631998,,
Cascade - كاسكاد,36.54273017338406,1.6247994080185877,,
Gawriya,36.54292950338143,1.6225279122591008,,
شركة المصايد,31.2169978695642,32.37747006118294,,
الجونة,31.22230340364529,32.341457046568365,,
السد الصغير,35.36625512466426,-5.176392830908294,,
تحت السد,35.37477021708159,-5.171049535274502,,
إد بن داود-Id ben dawd,29.49430283382149,-10.084461495280255,,
Tibokrichin ,29.58234107719041,-10.049814730882638,,
فيلا الشافعى,31.294240175638976,30.02179384231564,,
فيلا السادات,31.290581249447985,30.01462630927561,,
Labhira,33.71853676555721,-7.352124340832228,,
Gate no 8,31.26427812726405,32.31486562639472,,
Gate no 1,31.266789752717692,32.316672764718504,,
الترسانه,31.25690363849072,32.31600053608415,,
منصة الترسانه ١,31.259281329927365,32.32181791216132,,
الحوض العائم بالترسانه,31.255953233018307,32.32281703501937,,
ستيفن,31.242596673970333,32.34211787581441,,
 الجونه ٢,31.21860871440525,32.34034460037944,,
الجونه ٣,31.21173275590722,32.338296063244314,,
 الجونه ٤,31.20924547412961,32.337116561830015,,
بالوظه,31.22042539790378,32.377683296799624,,
Gate no 0,31.26893965558572,32.318380996584864,,
عش الباز,36.81659299384862,4.968149140477176,,
الساحل,31.523462657111065,31.846311539411516,,
هدار السعدية,30.54271437539306,31.70737277716395,,
كوبرى العباسة,30.53635083444734,31.710218265652635,,
كوبرى السعدية,30.5436086509235,31.704956106841543,,
شاطئ القوات المسلحة,30.58941618139546,32.30375323444603,,
الحاجبي,30.72721956458824,31.255732700228656,,
الراس,30.69731637719774,31.2675719708204,,
المعصرة,30.65386530308684,31.277786493301363,,
بحيرة ناصر,23.943031797176545,32.90205314755436,,
رصيف قبة الهيئة,31.25684516991401,32.3088863119483,,
معديات,31.25893883828865,32.31047049164769,,
جزيره تيران,27.91429906693061,34.58254124969241,,
كبرى جامعه القاهرة,30.02861164075216,31.21849559247492,,
كبرى الجلاء,30.040489227012525,31.221451386809324,,
سيدهم فتوح - Cd ftouh,35.17607720833971,-4.5226939022541,,
Takmout,35.189023388220384,-4.5765298604965166,,
Yallech,35.15204277393233,-4.365381002426143,,
Taghzout,35.15436243607428,-4.424358420073982,,
طروازيلو ,36.613535105175295,2.223019190132616,,
المرايا,31.137332654859232,29.818391874432532,,
الفنار,31.13967059515128,29.810236282646628,,
العمارات,35.37402607768193,11.032072193920603,,
Limawa plage,33.82810024489937,10.176023393869391,,
Wad el hejal,33.772619349773386,10.256079956889144,,
Cazma beach,33.87210168087667,10.13229802250861,,
مرسى الخمس,32.68279289039635,14.25743021070956,,
كتانة,33.774721266972186,10.25401197373866,,
رأس العش,28.01626164479907,33.43816671520469,,
Rimel beach ,37.25554828584176,9.925936236977572,,
Ain bou salem,37.23788429932706,9.839454777538768,,
Cap angela,37.34695768678937,9.742158651351922,,
 شيدوان  11,27.5018622830342,33.91598515212532,,
شعاب شام,27.443591136609548,33.81750047206875,,
 الكونيسه  3,27.82565604512692,33.83880525827404,,
ياسمين الحمامات,36.36997534911925,10.542086586356156,,
المرازقة,36.41305968700108,10.66456262022256,,
البو غاز,32.91607695939509,13.216206058859813,,
راس المول,32.91920891724707,13.215970695018758,,
برج بو ليله,32.90181118957526,13.172040134668338,,
تالبي,37.054152845679646,10.981687232851971,,
بور برانس,36.87498458798039,10.611810609698288,,
El bibechat,26.246395687974623,-14.416896589100348,,
الحجارة السوداء,31.463560187002823,31.76771912723777,,
معزول,33.481005227158995,11.130228303372853,,
الشوباي,33.479716061761145,11.131339073181143,,
الجزيرة مرسى البابور,36.987621487024256,6.2369141355156845,,
cap negro nefza,37.10113099754305,8.982645906507962,,
ملاحة,36.79334292093904,10.281954891979687,,
حللوبي ,33.74760893359517,-7.312799468636506,,
كرنيش,32.286208058558934,-9.24716770648955,,
مقيونس,32.770594610597485,21.224335692822923,,
برط قمرت,36.92075124758774,10.312093868851653,,
الترشة,36.89603776973768,10.321690142154685,,
السندباد,36.89849620581795,10.32032657414674,,
لوسيل,25.45095291724081,51.52851149439808,,
واد سيبوس قالمة,36.48205908322859,7.414403557777399,,
باراج قاسطو,36.6470502700312,7.317110113799566,,
Ain hamadi,36.448343643088,0.9391603991389268,,
Plage oamarit,33.60081202760463,11.067822352051722,,
Hessi jerbi,33.61372748696418,11.056680120527735,,
ميناء الادبيه - الخضر,29.874707102970376,32.47990261763332,,
ملفات الزعفرانه,29.114717993696477,32.66279306262732,,
Diwana,35.09066313216244,-2.238853946328161,,
La fantaine,36.78669053762176,2.8958446159958817,,
كوبرى السكه الحديد,30.81115109733782,31.680721342563604,,
كوبرى طلخا,30.81115109733782,31.680721342563604,,
كفر البطيخ,31.3994492918705,31.726785935461493,,
صخور ليكات,36.826318942696346,5.761885195970531,,
صخرة لفافو صغير,36.8276935411002,5.764491967856879,,
رصيف الميناء ,36.81736439437586,5.777460448443886,,
الزوانف,35.27844781758111,-1.5080069750547398,,
مشروع تبرورة,34.730988833351205,10.786137096583834,,
شط حي بورقيبة,34.752962039034124,10.792470127344124,,
سوانين,36.89880561619974,3.7871678173542,,
Dar janna,37.297653818837546,9.591970704495902,,
Cap quart,37.2178888204208,9.22949295490979,,
بوزنات,32.11544878120063,-9.320323616266244,,
لكزيرة,27.34394572487248,-13.301629386842242,,
Ain el mra,37.07581617569637,8.964443765580645,,
برج ابو ليلة,32.89799905160486,13.16958490759133,,
العين الزرقة,32.89583420666704,13.163247518241397,,
نادي ريمال,32.87923830794259,13.132636807858932,,
Usine,34.262645724306715,-6.66439957916736,,
سيدهم علي المكي البونطة,37.17743423822691,10.281063392758362,,
صونين,37.207302293098245,10.190952904522408,,
Zenzla,35.21752873061255,-1.6267513856291758,,
عين صارة,37.07290442376231,7.185397893190379,,
حمام سوسة,35.9062358410459,10.568544901907432,,
محور التعمير,31.01006444969953,29.654607474803896,,
بني عطاء,37.24144897672388,10.08566614240407,,
Virage azla,35.562957846681186,-5.248164050281044,,
میناء بنی خیار,36.45047689097024,10.796706676483144,,
میناء جرزونه,37.267351682261406,9.890897870063776,,
التينه,31.015812286366177,32.309449575841406,,
الازاءات,31.193365933137265,32.32948198914525,,
Plage des mouches,35.361217165848046,-1.2814055755734437,,
Les anglais,35.35277392913748,-1.2942979484796513,,
El ain,35.375807134640574,-1.2704795971512786,,
الجزيره,35.63668435282606,11.042017154395571,,
Matarés,36.59396933776315,2.433267496526239,,
مداغ,35.642685136402534,-1.0587054491043082,,
رأس الأبيض ,35.68451624123915,-0.9876074641942972,,
برط الكحلية,35.771312339031894,10.84118776023387,,
رتيبة,36.88116239514756,10.707343854010094,,
Aghir,33.76812884422839,11.02914992719888,,
مشرع الزلاط,36.91098530711017,8.139934390783301,,
رادس ستاغ,36.795106876289616,10.278916284441936,,
سد السهول,33.975568222893884,-6.691288053989404,,
سد كودية المدور,35.52580922715612,6.526158861815924,,
سد الدالية ,36.257356004107976,7.834411002695552,,
واد بوقراط ,36.953362867578434,7.70243559032678,,
سطارة ,36.075723517775,7.384095266461365,,
ابو زلق,26.144737401796668,34.264789670705774,,
زوق البهار,26.004905654280154,34.33474671095606,,
الفم الوليدية,32.74256276398123,-9.038839191198338,,
تارماست,32.29829763633932,-7.027532123029228,,
بوزمو,32.10036949026468,-5.528182312846178,,
الجرف الاعور,32.29852719121224,-9.24463000148534,,
المراح الحرش,32.25469576460059,-9.263642169535151,,
الحاجرة دجوارن,35.26319968399631,-6.127515211701389,,
مقاصرة - Mekasra,35.23041325767792,-6.140749230980868,,
Coralaise ,35.76092942165843,-0.8276975154876702,,
كورال بيتش,29.215452071339875,32.63167642056939,,
كانكون,29.28447765609201,32.60704133659599,,
يدر,32.412679264981975,15.033509284257882,,
قصر حمد,32.31960805190812,15.27239754796026,,
احواض هرڤلة,36.028854636352925,10.51674272865056,,
سد الطوابعة,34.12364239089361,-4.722364246845242,,
نادي سميرة,36.39023823958296,10.563337057828894,,
البغدادي,35.5758012064715,11.031903214752663,,
Plage boumaizene,36.56635070048495,1.9797800481319416,,
Ain tagourite,36.5974266926454,2.581687197089193,,
Berard,36.60202271053038,2.6008378341793987,,
Al sannar,32.23196539011709,-9.255469813942902,,
شعبة - Chaaba,32.09639655157665,-9.32375952601432,,
Nadhour ahmar,35.49895201470612,11.071527823805797,,
Cabaya ,35.71951322690076,-0.6104731187224384,,
حواجز المطار,31.28281540928513,32.23634295165536,,
Erroumia,36.545762358071386,1.6200311109423622,,
كرنيش نابل,36.44169837528124,10.746883638203135,,
سيدهم المحرصي,36.43326980682468,10.706077180802811,,
سيدهم عبد العزيز,36.89208249496805,10.323281697928897,,
Lagoullet,36.8142596880793,10.30591674149036,,
Gamarth,36.92383769161453,10.287298187613477,,
Silouce,37.26527686915878,9.868128933012477,,
Corne d'or,36.59377659993645,2.473983764648436,,
Rocher doumia,36.54034948701662,1.5259046852588642,,
الشمعة - Echamaa,36.76365754339163,2.849811539053915,,
Club des pin,36.74114261683425,2.8423472866415955,,
Jardina,36.89351892345143,7.770344428718085,,
Ain ben soltan,36.96181524541715,7.77234032750129,,
Oued semhoute ,36.96862490379373,7.65941027551889,,
Ras jebel,37.2398325478711,10.088984034955493,,
المشوك,36.50768778900915,1.2829334288835514,,
Ouled yaneg,34.66313855556149,11.124826334416854,,
سيدهم فنخال,34.762373167091084,11.170421876013272,,
بيلطا,29.56617591053095,-10.058146342635148,,
حلامة,29.561716671989576,-10.059641674160948,,
Sousse palace,35.831415247931254,10.642704963684071,,
بحر الزبلة,35.83010369226958,10.643977336585513,,
Zarzouna,37.264346439933774,9.893521741032592,,
Mosquée korbous,36.81690864093312,10.567119643092148,,
Oued el zouara,37.03437023141129,8.922264352440829,,
Paint  de sucre ,36.98723182683134,7.665077112615102,,
Cap de garde ,36.976193303743855,7.803615555167193,,
Hélène el bey,36.969844255891466,7.716662026941774,,
المزرعة ,37.00666500123542,7.547029070556158,,
مارينة جربة,33.89032100555896,10.856800228357308,,
الشاطئ العمومي,33.89760224720917,10.930138193070878,,
الحمام,30.881888319451598,29.35245528817174,,
الجول,35.387393023412564,11.041789166629304,,
البريقة,30.41740132780741,19.596881903707967,,
العريس ,30.37545825052937,19.49245680123566,,
جونت الطاليان ,30.377520312614628,19.495992958545667,,
مدبح,37.00276821417077,6.569725647568697,,
حلق الوادي ٢,36.81247899482813,10.285237915813914,,
بينزو,35.8959751323722,-5.33859975636005,,
سبتة,35.90252072787944,-5.295170433819289,,
القنب,24.635299114698714,-14.977244250476348,,
ميناء البريقة ,30.41758868302596,19.596090316772443,,
Les grottes,36.93533322761507,7.767093926668158,,
الدولفين,36.76723969056335,3.469516821205612,,
الحمامات,36.40022859172324,10.637686550617207,,
Ain grenz,36.81173760866925,11.053245551884167,,
مدينة القطان السياحيه,20.53507638504715,39.61458027362821,,
مرج القطان,20.75889724271422,39.44788802415129,,
كهوف مران القطان,20.80546010312009,39.42648567259309,,
دو وانو - Dou wanou,30.628369439264095,-9.837045818567267,,
Trou,36.900944374454006,8.422346524894229,,
لافيستا ,29.34891789895988,32.58677523583171,,
نادى الصيد,31.212141943910463,29.886248074471933,,
جبل طالياني,29.57212912890435,-10.05446434020995,,
تكديرت,29.568242590447184,-10.05387157201766,,
جبل المانع,29.567615038098936,-10.056812278926364,,
شاطئ المهيريز - Lamhiriz,22.20602890243046,-16.774631738662706,,
دار بوعزة,33.53523233615472,-7.819731272757046,,
بير الزير,33.66425349725296,-7.46807891875505,,
تاغرابوت - Tagherrabout,30.490051089333143,-9.675882607698432,,
دو القيادة - Do el kyada,30.49679553495596,-9.677621349692338,,
امي واسيف - Foum el wad,30.500347412057607,-9.679421447217456,,
الصفاية - Essafaya,28.09406642189716,-12.062091082334511,,
بحر العين,36.03953755943306,10.493794083595269,,
بحر الشطوط,36.00700113111632,10.520472675561896,,
قبيلة,35.72733385354255,-5.337840355932708,,
البحر التلي,27.09768322668686,-13.42568993568419,,
Negjir,27.185879528988423,-13.393158763647069,,
Sidhoum lghozya,32.24138184371007,-9.25968792289495,,
حجرة شفناج - Nichan,33.252472880059344,-8.532249704003327,,
الكحيلات,33.24479773280006,-8.543245084583752,,
السوريج,33.23862667574608,-8.547498732805245,,
افروحندار,29.318966691058375,-10.213154554367057,,
الجرف الازرق,32.45993877977503,-9.233597069978703,,
واد جويش,33.31349815585778,-8.348126113414757,,
Motocop,34.711559461761325,10.765585005283343,,
كوشار,29.518080934537807,32.39378057420251,,
Rejiche,35.46145370759755,11.049599759280673,,
القشالة,27.17872964421798,-13.397553898394095,,
طبلبة,35.66111518421902,10.95593467354774,,
سد ٩ ابريل,35.5245592193367,-5.82278106361627,,
كاطينا,35.8783894312327,-5.328789241611953,,
Lakrik,37.05666557831648,7.205947637557981,,
وادي إقنضاج,35.08350206086457,-2.5536443665623647,,
الصهباني,33.314783065083695,11.176223158836356,,
حاسي يحيى - Yahia,28.743360791252886,-11.067804247140876,,
الكصيعة - El gssiaa,28.783380760477705,-10.988598950207225,,
بربارة - Berbara,28.78788393822297,-10.977528803050507,,
السفيرة - Sefira,28.74785423191151,-11.063342057168477,,
كاب درعة - Cap daraa,28.742211972703288,-11.072698608040804,,
اساراك - Assarag,28.69749436703616,-11.10179018229245,,
سوق الإثنين ,36.64156836669288,5.331971682608125,,
كلم 71 Km,23.78554944053348,-15.898134112358075,,
الكال الجديد ,23.662100076241423,-15.939947739243497,,
الشط,26.06189260486135,-14.48838517069815,,
الواد,26.12675444814881,-14.500196613371363,,
الدويدة,26.150639011449236,-14.488747268915164,,
الفوندو  - El fondo,23.575138641616206,-15.900101512670496,,
دار كوربينة-Maison Courbine,23.950324822486174,-15.75890835374592,,
Lamrisa seghira tissa,31.69339070074077,-9.67533577233552,,
الملاح - Mellah,22.24077053859462,-16.734275557100755,,
الشوارج بارباص - Chewarej,22.222632937551744,-16.76255475729702,,
جرف الطالياني - Taliani,22.244436443511816,-16.729783862829194,,
كسامار,27.944631596934745,-12.92930122464894,,
قادوس الكوانو,27.9295480059467,-12.939123809337604,,
فلوكة ارماس,27.9009360363903,-12.967907264828668,,
سديرة,27.885950069627988,-12.98287633806466,,
براكة باحي,27.95636100011348,-12.862013317644587,,
بلاية لحاية,23.84264278171188,-15.879391841590392,,
الفارو - Faro,22.295480081670583,-16.677024140954,,
Nigejir,24.003842591420607,-15.656984075903878,,
مصيد أبلاغ 57,25.647183901240783,-14.6754803135991,,
الفلورة,25.594668729367708,-14.686585664749131,,
البيوت -Elbyout,24.640606686730496,-14.964117519557462,,
شميشة 1 -Chmicha,24.61877306848556,-14.986629299819455,,
بلاية االسيمة مصيد كوربين,24.60954248715401,-14.988676495850072,,
المكض,28.3822789775472,-11.43151145428418,,
تاسكلوت,31.052276231138343,-9.817479103803626,,
تاسكات ايحيا,31.103805127697065,-9.841170050203791,,
ازرو ايشيبان,31.10320054706576,-9.841219671070569,,
تالعلوت,31.06034159664457,-9.825118705630294,,
الشق,26.670102373559228,-13.642379902303212,,
Rabouze,29.58461706193185,-10.046894475817671,,
المرسى الجديدة,23.670631648326843,-15.956614315509794,,
طويبلة,24.39145544581617,-15.260358117520804,,
الدويدة,26.15063901144919,-14.488747268915189,,
الواد,26.12675444814879,-14.500196613371385,,
الشط,26.061892604861384,-14.488385170698184,,
بوتكجديت - Boutgejdit,29.32946312503909,-10.209518149495093,,
تاغوا - Taghwa,29.42509517671869,-10.137337557971492,,
بايبلاة,27.31388863247799,-13.31105098128319,,
العرشي,25.80540505130149,-14.598691016435588,,
العين البيضاء,29.133695545237394,-10.417778603732591,,
كاب جوبي,27.95218874352989,-12.917844504117992,,
التصفية,28.093774494110185,-12.061929143965187,,
اوزيوالت - Oziwalt,25.949994129568893,-14.516338817775289,,
Cap 7 - كاب 7,25.61446488274139,-14.685360565781592,,
السبخة - Sabkha,23.11570254593819,-16.19233757257459,,
Lgeraba,23.11570254593819,-16.19233757257459,,
رأس النباك,23.896247789074188,-15.830382518470287,,
النباك الشرقية,23.907773657791797,-15.811940319836088,,
عوينة الحمرة,28.59669016131729,-11.225786358118093,,
راس الكنار,27.265298200537288,-13.34288679063319,,
محوت الفابور,26.576572754717088,-13.801784254610489,,
المريجنات الصفية,27.265298200537288,-13.34288679063319,,
محوت اواج,23.82262286628217,-15.8778941631317,,
تي ترابو الميناء,29.36316700308755,-10.195077136158934,,
مورا البراج,28.293985618652357,-11.544329859316342,,
Cap 4,26.23697227784987,-14.431120008230195,,
اگضي الغازي,26.38790462167565,-14.20335587114095,,
كاب بوجدور,26.123522670994856,-14.500516802072513,,
Karch,22.277697979687936,-16.642649956047524,,
Dakhla port,23.662075816217342,-15.940013788640488,,
Dakhla med V,23.705900192102227,-15.92384576797484,,
لعصيلية,26.95834851725149,-13.474131301045404,,
بيريكولة,27.73045667841434,-13.085926473140706,,
الحجرة,22.229649657549704,-16.750209555029855,,
بانكالو,27.95653424833757,-12.861842326819882,,
بورة,27.961215991217177,-12.838271744549264,,
أكطي السلاليح,26.819995315128985,-13.526142351329318,,
شاطئ البوريفاج,31.277277158560643,30.002193935215452,,
حاجز الكوبري الاول,31.285233420787087,32.22422271966932,,
الصخور الزرقاء,36.805192859914136,2.927864827215669,,
بوخنايس,35.08370755742047,-1.9218346104025832,,
الدراوش ,35.09142551245848,-1.884454339742659,,
واد عبد الله,35.0957245016108,-1.8767275661230076,,
سد المرجة سيدهم عابد,35.997925316327205,0.9622552245855324,,
القمة,26.048091785492364,34.3164701387286,,
المينا,26.102220687770743,34.28773194551466,,
شط مريم,35.949448686790525,10.549603141844264,,
منزل حر,36.71667798874292,10.96628297120332,,
النفيضة,36.1331556130519,10.467119179666032,,
فيرما - Firma,35.82935317367224,-0.4872195795178409,,
عنق.الجمل.غزوات ,35.1270700093535,-1.8166149035096155,,
الواجهة البحرية ,26.487648076496747,50.11737551540132,,
رصيف 17,31.26211980693973,32.31902271509168,,
Port kantawi,35.893879427972124,10.59810619801282,,
رصيف الحيبه,28.8160146249411,30.91088041663167,,
دور العياط,29.62092557338253,31.267848908901183,,
عين بنت سلطان,36.96135633504548,7.772707790136334,,
Oued elgnem,37.03995197476043,7.40727592259645,,
Redma,37.08063523390852,7.377252951264375,,
Plage melah,36.91723659662923,8.306369483470911,,
زوج عيون,36.53623685237153,1.6001861169934255,,
لسان مصطفى كامل,31.230326225358024,29.93867419660088,,
مصب الواد,36.88005882093575,6.931382305920119,,
البلاح,30.775659522206336,32.3164068907499,,
ببر لعرج,33.45899030514668,-8.006320819258683,,
خلف مفكو الاول,29.842494678790448,31.29579652100799,,
مزغونه,29.74747149796604,31.266174875199777,,
تحت كوبرى المرازيق,29.793755762237332,31.292323060333697,,
اڭضي اوموش,29.82194079106464,-9.824815280735484,,
بوحلوان ,29.675580838029447,-9.982249550521368,,
واد طنجي,36.964221197844914,6.7740174382925,,
الحجيرات,35.86131201959269,-5.345696881413455,,
Tisslit brochet ,32.199551652041194,-5.632261075079436,,
نادي المعلمين,31.234226579277628,29.94420021772382,,
الكليتا,32.236447714245394,-9.25867907702922,,
بحيره كينج مريط ,31.030882080997603,29.748674556612944,,
عين حمادى,36.45115137344809,0.9601510316133494,,
درملى,36.50984446545375,1.2153860181570046,,
دومية,36.542498788323606,1.5232472866773588,,
٢٦ يوليو,31.249384683687595,29.9672933667898,,
سيدهم علي مكي,37.17393759744121,10.260466709733,,
Ertiba,36.89283999515702,10.73711369186639,,
Hawaria,37.08875011812187,11.03505514562129,,
Grottes,37.33300666160838,9.843886792659752,,
البطاح,37.26955904346739,9.876372367143624,,
صخر العالم ,31.22329801477892,29.932032376527747,,
فلسطين,30.998475483638043,34.848190583288634,,
شاطبى ,31.212688480976283,29.91640616208315,,
مارينا بنزرت,37.27822377136869,9.884670116007328,,
حلق الشعبة,33.67398175893827,10.419808365404606,,
كفر حمزة,30.19741358692837,31.319050267338756,,
سرسقوس,30.18806315567709,31.31444558501244,,
صخور شاطي عايدة,31.28460335124305,30.010727383196357,,
دور محطة المياه,30.16633604501729,31.30529087036848,,
دور الشجره,30.16434085134957,31.30444899201393,,
مراد ة غسيل,30.2304558078214,31.332989707589142,,
الروضه الخضراء,31.1025985462881,29.741452373564243,,
الميزان,31.52003930437127,31.88802022486925,,
السلم,31.52178672183654,31.8679653480649,,
جزيره دهب,31.2646469655411,29.980027824640278,,
 لسان الطفولة السعيده,31.25762044883318,29.978219345211983,,
شاطئ الانفوشي,31.207262541227617,29.877691157162197,,
بوغاز المعديه,31.27307941320069,30.177327767014503,,
الفنار,37.07994968164875,7.169972844421864,,
الزرزور,37.08159173345257,7.174580208957195,,
المريسى فلفلة,36.911180734682006,7.067910432815552,,
كفر سعد,30.487170581786646,31.201498433947563,,
امتداد ساحل العزبه,31.5219793530342,31.875168755650517,,
ساحل العزبه,31.52202022280696,31.86598118394614,,
حوض السلام,31.52316514078282,31.84002578258515,,
îlots ,36.59755320456206,2.457545511424541,,
مصارف مزرعه الحامول ,31.17086411166785,31.221378967165943,,
مركز الغوص,31.20457124908794,29.88530326634646,,
شاطى الصفاء,31.083567671109133,29.708710983395576,,
ترعة الإسكندرية,31.174166805655798,29.93615828454495,,
شاطئ أبوتلات,31.0718279827758,29.69403460621833,,
فلفله,27.19989642296317,33.851550444960594,,
شاطئ ٤,27.260302589496483,33.8225232437253,,
بجوار بيت الشباب,27.28604358828436,33.768446892499924,,
حوض شريف,31.25885228371963,32.30435270816088,,
شربين,31.1870397007771,31.53047304600477,,
حوض الغلة,31.25248686610753,32.303773015737534,,
حوض الباغة,31.254674928300176,32.29990862309933,,
منطقة الكسارة جمصه,31.498668380629752,31.4147410914302,,
هويس الشبه,30.3015406883283,31.394030079245567,,
كوبري مشاه شركة الكهرباء,30.111021508495075,31.27330787479877,,
هويس المظلات,30.105411255068027,31.242960691452023,,
منيه سندوب ٢,31.005979576797724,31.37589231133461,,
